ID;Kuh/Faerse;Gekalbt (ja/nein);Umstallzeit;Echte Geburtszeit;Event (ja/nein);Event Score;SonT;Eventzeit;SoffT;Moocall Score;Alarm (ja/nein);Alarmtyp (HA1/HA2);Alarmzeit
1986;Kuh;ja;2017-12-16 20:30:00;2017-12-16 22:45:00;nein;;;;;;ja;HA1h;2017-12-16 08:14:00
1986;Kuh;ja;2017-12-16 20:30:00;2017-12-16 22:45:00;nein;;;;;;ja;HA1h;2017-12-16 17:49:00
1986;Kuh;ja;2017-12-16 20:30:00;2017-12-16 22:45:00;nein;;;;;;ja;HA2h;2017-12-16 18:49:00
2635;Kuh;nein;;;ja;4;2017-10-27 16:06:00;2017-10-27 19:01:00;;2;nein;;
2635;Kuh;nein;;;ja;4;2017-10-31 23:22:00;2017-11-01 22:00:00;;2;nein;;
976;Kuh;nein;;;ja;2;2017-10-21 00:23:00;2017-10-21 14:15:00;;0;nein;;
976;Kuh;nein;;;ja;3;2017-10-21 17:20:00;2017-10-22 14:21:00;;1;nein;;
976;Kuh;nein;;;ja;5;2017-10-23 07:21:00;2017-10-24 04:30:00;;0;nein;;
976;Kuh;nein;;;ja;3;2017-10-24 04:31:00;2017-10-25 10:23:00;;0;nein;;
976;Kuh;nein;;;ja;4;2017-10-25 10:25:00;2017-10-25 23:11:00;;2;nein;;
976;Kuh;nein;;;ja;5;2017-10-26 07:05:00;2017-10-26 09:17:00;;0;nein;;
976;Kuh;nein;;;ja;2;2017-10-26 09:18:00;2017-10-26 20:05:00;;1;nein;;
2019;Kuh;ja;2017-12-20 23:30:00;2017-12-20 23:45:00;ja;1;2017-12-20 16:06:00;2017-12-20 23:30:00;2017-12-21 01:09:00;0;nein;;
2019;Kuh;ja;2017-12-20 23:30:00;2017-12-20 23:45:00;nein;;;;;;ja;HA1h;2017-12-20 20:47:00
2019;Kuh;ja;2017-12-20 23:30:00;2017-12-20 23:45:00;nein;;;;;;ja;HA2h;2017-12-20 21:47:00
2532;Kuh;nein;;;ja;2;2017-10-02 18:00:00;2017-10-02 22:00:00;2017-10-02 23:07:00;0;nein;;
2532;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-02 19:27:00
2532;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-02 21:41:00
490;Kuh;ja;2017-10-16 08:00:00;2017-10-16 09:35:00;ja;2;2017-10-13 10:19:00;2017-10-13 13:25:00;;1;nein;;
490;Kuh;ja;2017-10-16 08:00:00;2017-10-16 09:35:00;ja;1;2017-10-16 00:15:00;2017-10-16 08:00:00;;1;nein;;
490;Kuh;ja;2017-10-16 08:00:00;2017-10-16 09:35:00;nein;;;;;;ja;HA1h;2017-10-16 03:17:00
490;Kuh;ja;2017-10-16 08:00:00;2017-10-16 09:35:00;nein;;;;;;ja;HA1h;2017-10-16 05:59:00
490;Kuh;ja;2017-10-16 08:00:00;2017-10-16 09:35:00;nein;;;;;;ja;HA2h;2017-10-16 06:59:00
3569;Kuh;ja;2017-10-07 16:00:00;2017-10-07 17:30:00;ja;1;2017-10-07 08:20:00;2017-10-07 16:00:00;;;nein;;
3578;Kuh;ja;2017-10-06 22:15:00;2017-10-06 23:45:00;ja;2;2017-10-02 13:00:00;2017-10-03 03:00:00;;;nein;;
3578;Kuh;ja;2017-10-06 22:15:00;2017-10-06 23:45:00;ja;1;2017-10-03 08:10:00;2017-10-06 22:15:00;2017-10-06 01:23:00;;nein;;
3578;Kuh;ja;2017-10-06 22:15:00;2017-10-06 23:45:00;nein;;;;;;ja;HA1h;2017-10-02 19:19:00
3578;Kuh;ja;2017-10-06 22:15:00;2017-10-06 23:45:00;nein;;;;;;ja;HA1h;2017-10-02 22:48:00
3578;Kuh;ja;2017-10-06 22:15:00;2017-10-06 23:45:00;nein;;;;;;ja;HA1h;2017-10-04 21:02:00
3578;Kuh;ja;2017-10-06 22:15:00;2017-10-06 23:45:00;nein;;;;;;ja;HA1h;2017-10-05 02:36:00
3578;Kuh;ja;2017-10-06 22:15:00;2017-10-06 23:45:00;nein;;;;;;ja;HA1h;2017-10-05 16:20:00
3578;Kuh;ja;2017-10-06 22:15:00;2017-10-06 23:45:00;nein;;;;;;ja;HA1h;2017-10-06 03:47:00
3578;Kuh;ja;2017-10-06 22:15:00;2017-10-06 23:45:00;nein;;;;;;ja;HA1h;2017-10-06 23:49:00
3578;Kuh;ja;2017-10-06 22:15:00;2017-10-06 23:45:00;nein;;;;;;ja;HA2h;2017-10-04 22:02:00
3578;Kuh;ja;2017-10-06 22:15:00;2017-10-06 23:45:00;nein;;;;;;ja;HA2h;2017-10-05 03:36:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;ja;3;2017-10-02 19:00:00;2017-10-03 12:30:00;;;nein;;
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;ja;3;2017-10-03 12:31:00;2017-10-03 23:00:00;;;nein;;
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;ja;1;2017-10-03 23:01:00;2017-10-04 11:00:00;2017-10-04 12:34:00;;nein;;
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;nein;;;;;;ja;HA1h;2017-10-03 03:57:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;nein;;;;;;ja;HA1h;2017-10-03 12:18:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;nein;;;;;;ja;HA1h;2017-10-03 23:16:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;nein;;;;;;ja;HA1h;2017-10-04 08:57:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;nein;;;;;;ja;HA1h;2017-10-04 10:11:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;nein;;;;;;ja;HA2h;2017-10-03 13:17:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;nein;;;;;;ja;HA2h;2017-10-04 00:15:00
2558;Faerse;ja;2017-10-04 11:00:00;2017-10-04 11:30:00;nein;;;;;;ja;HA2h;2017-10-04 11:11:00
